Strains	Propidium_p.value	Propidium_Mean	Propidium_est	Propidium_ci	Propidium_p.adj	Suberin_p.value	Suberin_Mean	Suberin_est	Suberin_ci	Suberin_p.adj
L160	0.21708995162794	0.0870049176961573	-0.0155958034450407	0.0333847391222432	0.343381824628225	0.0142709211997597	0.838815789473684	0.489453960599477	0.320498463461816	0.0233728473192916
L161	3.48294042783639e-05	0.0468187406232784	-0.0557819805179197	0.00826960233058685	0.00206986173997134	0.0540948950525945	0.430006135439834	0.0806443065656274	0.0770621918731249	0.0757692806123883
L164	0.0935762420628186	0.132302662196313	0.0297019410551148	0.0399351503323121	0.201698013979961	0.000332128495363301	0.909090909090909	0.559729080216702	0.252404100472527	0.00107941760993073
L167	0.000277920460498321	0.053669973526565	-0.0489307476146331	0.0151673418594038	0.0105104465061183	4.24694663832024e-06	0.921768707482993	0.572406878608786	0.127366963102928	4.01529500350277e-05
L168	0.144841358991129	0.066071123240699	-0.0592243308908359	0.0204456186015954	0.266610643098714	6.96826626193561e-05	0.952380952380952	0.588327996438771	0.122408658839824	0.000318549314831342
L17	0.580588784890044	0.0991292171673788	-0.0122783463765452	0.0248999530115489	0.690071241469309	3.7342649677326e-06	0.925775978407557	0.586076478790705	0.132292262665131	3.7889127477482e-05
L170	0.298798253263268	0.0865760464634749	-0.0387194076680599	0.0311198938446675	0.431597476935831	0.0118484890577743	0.748644501278772	0.384591545336591	0.27454315812685	0.0200944111176719
L171	0.0886322722139431	0.0510620547137887	-0.0742333994177462	0.0227200209482392	0.195084789634922	0.111383449269823	0.496900527009223	0.132847571067041	0.111860528720358	0.145252397793876
L172	0.113925997465121	0.0588999694322084	-0.0663954846993265	0.0234837905611197	0.227851994930242	0.320776552827332	0.446663334999167	0.0826103790569853	0.128260385126719	0.364598486273689
L176	0.0711330172088665	0.0426697198770568	-0.082625734254478	0.0128641005136323	0.174066677405226	0.468806744886993	0.43565225641938	0.0715993004771979	0.181697576035304	0.515935465272458
L177	0.0380615522548281	0.0470250496609164	-0.0782704044706185	0.036962595064812	0.117913515901425	0.00496755129944656	0.847932557205941	0.48387960126376	0.258559644016569	0.00988756622282187
L179	0.0878111257861952	0.0497172819880041	-0.0755781721435307	0.00989783895042384	0.194476918372669	0.0309765938829548	0.600847601047897	0.236794645105715	0.0448502390770159	0.0455344984286544
L180	0.564161379872348	0.0982032954028687	-0.00532698481713037	0.0228614474819328	0.678728895364075	0.123922366509617	0.436970927623102	0.0404695326829475	0.0571727045938048	0.15862062913231
L182	0.184186669145791	0.128625692893092	0.0250954126730926	0.0430085774424921	0.306486617458597	0.865509365158498	0.401491183387118	0.00498978844696429	0.0651269345120743	0.880322483877592
L183	0.0625081530802258	0.0388469886065896	-0.0864484655249453	0.0179624364628376	0.158456788180729	0.423063474044352	0.430118781376075	0.0660658254338933	0.129483916696744	0.47057327594238
L185	0.624115237522828	0.0998691572868474	-0.00366112293315173	0.0122849237981903	0.725228879356135	0.171492606219786	0.430524583122851	0.0340231881826969	0.0533778104668396	0.208956129181636
L186	0.554534700055601	0.0975707044990402	-0.00595957572095891	0.0234537081294781	0.674521740418509	0.233752249602254	0.433488571517982	0.0369871765778278	0.0763688422775842	0.275470073185659
L187	0.232985408620447	0.0921109392272589	-0.0114193409927403	0.0203161919574407	0.356330624948919	0.39204555941723	0.413709309176609	0.0172079142364552	0.036801708116889	0.438416539563354
L189	0.0200131825758455	0.154298286705229	0.0507680064852299	0.0521748113185144	0.0906650177098951	0.944639231008966	0.399286857089471	0.00278546214931669	0.0943694394942245	0.949202705554903
L191	0.35635510809034	0.111785697346403	0.00825541712640367	0.0184504219004803	0.492504069653094	2.12285826050546e-06	0.767480322189226	0.370978927249072	0.0968507701750523	2.43168832745564e-05
L194	0.0837900305840837	0.0876090447797303	-0.0159212354402688	0.0160938472858251	0.189438330016189	0.0525730199176201	0.501879656291421	0.105378261351267	0.118213986167974	0.074389034985476
L196	0.0471469359014249	0.134354972338349	0.0308246921183496	0.0321086288463197	0.129888247251608	0.969231167954381	0.397782136844637	0.0012807419044828	0.0756510341494067	0.969231167954381
L198	0.0186258498979334	0.0761183743516217	-0.0274119058683775	0.020872328988881	0.090021526434163	1.06264466693702e-07	1	0.603498605059846	5.21051963535337e-17	2.00936446111727e-06
L2	0.140502729617483	0.074621255762546	-0.036786307781378	0.0318233030159948	0.260933640718183	0.000208114177709486	0.789876825189657	0.450177325572804	0.185217515273202	0.000733690660399545
L20	0.0826642680851098	0.0642871015845285	-0.0471204619593955	0.0282669117078921	0.187914401767244	0.000450650832279444	0.900793650793651	0.561094151176798	0.315718879492431	0.00135848366832064
L201	0.0761684701007724	0.04582572631094	-0.0794697278205948	0.0196474607751364	0.182103928516789	0.491174084757212	0.441598298880276	0.0775453429380938	0.221220525921727	0.537706366471053
L202	0.0120919542391643	0.146783227894413	0.0432529476744135	0.0382504136979279	0.0679763913985455	8.05596606923574e-05	0.666930112154727	0.270428717214573	0.113688149411457	0.000356519349447029
L203	0.0771457183054928	0.0461654416113871	-0.0791300125201477	0.0174306544145278	0.18276190923468	0.00700937091553869	0.764501677732562	0.40044872179038	0.203281139990835	0.0130757771339197
L205	0.0822741899793784	0.0477805207317739	-0.0775149333997609	0.0138403290495115	0.187914401767244	0.00224376101066921	1	0.635947044057818	0	0.00507285098064343
L208	0.00112253592824943	0.0684573368924116	-0.0350729433275875	0.0136167640040358	0.0181378232424349	4.47937289964476e-10	0.979166666666667	0.582665271726513	0.0535537882424232	2.66202732321746e-08
L21	0.129016064715752	0.0799387950231196	-0.0314687685208044	0.0163730916332005	0.246195793219049	8.57768686956514e-07	0.956521739130435	0.616822239513582	0.111764427636362	1.23045439232383e-05
L210	0.519941094917689	0.0980009669187859	-0.00552931330121322	0.0174191333609036	0.646279145668381	0.0663278064513178	0.349188997477932	-0.0473123974622221	0.0523728559297586	0.0913654552441994
L216	0.0641025827306819	0.0385083039536834	-0.0867871501778514	0.00891840710326818	0.160642616963636	0.00103454945277124	0.858029598825832	0.49397664288365	0.176703471841792	0.00264032252977201
L22	0.0373886230476775	0.254969442836291	0.140269552961922	0.169499457218163	0.117913515901425	6.65857580692366e-06	1	0.616914725911782	0	5.35648157501163e-05
L220	0.0956048136868801	0.154115203734204	0.0505849235142049	0.064803949203221	0.205008260277021	0.851100518490752	0.400761878235226	0.00426048329507178	0.0498972534863418	0.867788763951355
L222	0.0697526606369766	0.0413219919034922	-0.0839734622280426	0.00579307395385424	0.171698856952558	0.926280487194818	0.357499604964212	-0.00655335097796989	0.0256657536818203	0.935273501633603
L226	0.062849447235145	0.038468980919668	-0.0868264732118669	0.0131825194771574	0.158456788180729	0.00224376101066921	1	0.635947044057818	0	0.00507285098064343
L23	0.795305079038089	0.108980633325022	-0.00571925654934712	0.0423427584991422	0.860188433244495	6.65857580692366e-06	1	0.616914725911782	0	5.35648157501163e-05
L230	0.0115324817433518	0.0799560217763823	-0.0235742584436169	0.0135817076655591	0.0675705972568221	1.06264466693702e-07	1	0.603498605059846	0	2.00936446111727e-06
L231	0.0292914240432128	0.0286683046699594	-0.0875219245717729	0.00304519073532993	0.105902275119625	0.0609211738751939	0.535636318374182	0.154000836738701	0.0952001997208409	0.0847598940872263
L233	0.0878886073414946	0.132632647812431	0.0295170233796736	0.0339210101359714	0.194476918372669	0.000167874796919567	0.65260943577845	0.312072928393732	0.108955608314605	0.000618016951491504
L234	0.362403896697045	0.124018275248161	0.0209026508154042	0.0683328970050312	0.494295150904822	0.377036814820946	0.375058222669779	0.0345217152850604	0.0990421911409399	0.422769043033729
L24	0.100940454363876	0.0710551028844402	-0.0403524606594838	0.0277229407100616	0.209542173673475	1.7357395362576e-09	1	0.660300500383147	0	6.01723039235969e-08
L242	0.660543984730232	0.0894540752055804	-0.0136615492271767	0.101417672125389	0.759078170297726	6.69560196876454e-06	1	0.659463492615282	1.0199542494133e-16	5.35648157501163e-05
L244	0.443124549837514	0.113377627971789	0.0102620035390318	0.0229369224590908	0.577867751512244	0.0471196618045348	0.42090823258655	0.0803717252018313	0.0676743897927841	0.0678262259885345
L245	0.0337387012019361	0.0440839485777535	-0.0721062806639788	0.0113259469874049	0.113187900806495	0.0225850737166553	0.572158548578942	0.19052306694346	0.0904799360533171	0.034669338251397
L247	0.0209890583112414	0.034685949682857	-0.0815042795588752	0.01294142608379	0.0906650177098951	1.25543578140619e-05	1	0.618364518364518	1.37852395965395e-16	8.21045235177936e-05
L248	0.0249101355276777	0.0246306701707246	-0.0915595590710077	0.00738319008210583	0.0936632771092659	0.158163972431357	0.535449866391898	0.153814384756416	0.222520931343708	0.194663350684748
L25	0.219790170480338	0.082186820415599	-0.029220743128325	0.0287858959550871	0.346336026211442	1.7357395362576e-09	1	0.660300500383147	9.74763639899437e-17	6.01723039235969e-08
L250	0.283529479989553	0.0813140559113497	-0.0348761733303825	0.0322460507825413	0.412028406529045	0.145479291910433	0.280527834356897	-0.101107647278585	0.0577398373806364	0.183263005675915
L254	0.174194133548344	0.236908306477331	0.133792682044574	0.24030465985253	0.296986719492259	0.0107413996244014	0.770950594121326	0.430414086736607	0.443813834489903	0.0187748833771049
L257	0.0777616777272557	0.0357716380504523	-0.0804185911912799	0.0112803613211731	0.18276190923468	0.000127558526456185	0.927486475239284	0.545850993603803	0.124485873346622	0.000495928476689467
L258	0.0238716147755507	0.133033819992512	0.0299181955597545	0.0172818829898045	0.0936632771092659	0.000460681413066553	0.62490959981324	0.284373092428521	0.115014624630176	0.00136888191311204
L26	0.133179929428714	0.0785851585286772	-0.0361147313456917	0.0446246002632467	0.249562390280834	3.44964407130274e-05	0.932539682539683	0.549454408451465	0.214688838054853	0.000183185631992246
L261	0.0758042949699553	0.0590014953550683	-0.0571887338866639	0.0124530873045166	0.182103928516789	0.456926529574311	0.429799065795636	0.0481635841601547	0.0540506448217684	0.504194791254412
L262	0.0249918840363666	0.0383951906825298	-0.0777950385592025	0.0113032872106758	0.0936632771092659	0.046049425761299	0.591196326135679	0.209560844500198	0.159435781771504	0.0665158372107652
L263	0.0415126300187313	0.0807101684311551	-0.022405456001602	0.0110510236505623	0.122476979346044	0.0626391083780775	0.402652144181879	0.0621156367971606	0.0509246538931997	0.0868595636176009
