Strains	lavene	p.value	p.valueW	Mean	fc	ci	p.adj
L25	0.238692807633732	0.219790170480338	0.403395304892628	0.082186820415599	-0.029220743128325	0.0287858959550871	0.346336026211442
L10	0.425999575965125	0.208454540415196	0.391267279282639	0.0768662275685365	-0.0345413359753875	0.042925119048169	0.334189334697635
L5	0.858639604778503	0.962884429074743	1	0.112744375416798	0.00133681187287431	0.0555970973568714	0.970921393601477
L24	0.299351481243742	0.100940454363876	0.210075040786658	0.0710551028844402	-0.0403524606594838	0.0277229407100616	0.209542173673475
L4	0.392207970120733	0.194310735483276	0.210075040786658	0.0797656334791167	-0.0316419300648073	0.0309855269780626	0.320081945435068
L9	0.210104835455932	0.0412602833814855	0.0552342537180638	0.07231521338686	-0.0423846764875089	0.0213565865840187	0.122476979346044
L23	0.60455280628361	0.795305079038089	0.915106034420506	0.108980633325022	-0.00571925654934712	0.0423427584991422	0.860188433244495
L26	0.671183274620055	0.133179929428714	0.24095466870157	0.0785851585286772	-0.0361147313456917	0.0446246002632467	0.249562390280834
L30	0.216931459236577	0.110512806696032	0.120690800527446	0.0827954999186506	-0.0319043899557183	0.0229863432607791	0.223171493133734
L32	0.412725381472353	0.216095040627121	0.170903520230797	0.0886806036182795	-0.0260192862560894	0.03275423766241	0.343112736262909
L22	0.26854122761113	0.0373886230476775	0.0137108300781332	0.254969442836291	0.140269552961922	0.169499457218163	0.117913515901425
L7	0.752590717736618	0.712132961809761	0.583024911513766	0.123565669982596	0.00886578010822726	0.0508001970214687	0.797017373202606
L28	0.956122000726723	0.591472055517784	0.749119133000595	0.127276896156096	0.0125770062817268	0.0512777423617162	0.699012429248291
L13	0.434389683052388	0.824508797652127	1	0.119042258636851	0.0043423687624821	0.0296111889169978	0.874988928120625
L3	0.183989581252512	0.759790231579385	0.927264473525232	0.109132047450301	-0.00556784242406823	0.0201582512657393	0.831770358781643
R53	0.426437451152668	0.254726005325018	0.142456697394099	0.0887009033464477	-0.0195114725080339	0.0151486983473363	0.382548802220966
R147	0.818199433390113	0.343080037685482	0.401965358356735	0.129400443638601	0.0211880677841195	0.0410815836214315	0.482166539449867
R71	0.932092607631808	0.419525505458581	0.401965358356735	0.0925519634333661	-0.0156604124211155	0.0298448943814836	0.554040032605618
R4	0.466643668155086	0.0984562823410629	0.0936926194932482	0.138936008529779	0.0307236326752979	0.0190158989409233	0.206857643706476
R217	0.761093126738256	0.779316943617395	0.712154537651149	0.114022047778783	0.0058096719243014	0.0381893112253026	0.848680231792766
R60	0.455222213912302	0.231996879655222	0.174277021379346	0.0846680151157665	-0.0235443607387151	0.0219942560810849	0.356330624948919
R74	0.394535742576437	0.647616782121053	0.712154537651149	0.130104130245592	0.0218917543911101	0.154401582147737	0.750441730814368
R11	0.831341201878549	0.454736619877411	0.834035229790992	0.124531824622917	0.0163194487684356	0.0400812775803349	0.585666977922609
R131	0.592554947816998	0.0696213312513182	0.0458661615694245	0.166272771585857	0.0580603957313751	0.0648714680249057	0.171698856952558
R85	0.735634326675353	0.363754409983053	0.401965358356735	0.0870270006053663	-0.0211853752491153	0.0448429374160296	0.494515799192648
R239	0.324777441987046	0.57836009971946	0.675173614927125	0.125327325545155	0.0171149496906739	0.0707791491745775	0.689391981327493
R127	0.770153464187054	0.438166935439106	0.204500533325642	0.0934808698681912	-0.0147315059862904	0.0281601211941339	0.573525101483999
R9	0.770888902232501	0.0554212374470396	0.0936926194932482	0.0673648115599258	-0.0408475642945558	0.029039796447166	0.145919207455497
R179	0.492918530006511	0.183512994037574	0.11134688653314	0.150236473506297	0.0406190745123257	0.0859048327400663	0.306486617458597
R65	0.215848567971817	0.12560674223496	0.177909594986983	0.080823706103932	-0.023871713255952	0.0134883593183958	0.241909281341405
R278	0.547245417707894	0.762529530653666	0.902523250177679	0.109505687459409	0.00481026809952476	0.021385503687063	0.832578175201903
R322	0.348487972823055	0.361011419886641	0.47048642205879	0.139112239500593	0.0344168201407086	0.100984924208661	0.494295150904822
R157	0.836666961641124	0.12890545792716	0.112351197690464	0.0707562796643559	-0.0339391396955281	0.0411168299712573	0.246195793219049
R214	0.599036732756696	0.037620240759539	0.0606019697120061	0.0590857980286669	-0.0456096213312171	0.0301019259597728	0.117913515901425
R31	0.959043100164582	0.106495788631105	0.193930852282411	0.0653630314161952	-0.0393323879436888	0.0476924265566741	0.216108527173364
R22	0.266856255246372	0.346444915499666	0.595883090565178	0.169552951034645	0.0648575316747613	0.308997058161647	0.48362780150289
R258	0.566330476042395	0.211539629285902	0.27034414065478	0.083037612598923	-0.021657806760961	0.0232301152990447	0.337166612195155
R172	0.582453975751162	0.805560310441687	0.902523250177679	0.100722225271853	-0.00397319408803147	0.0223618113001542	0.865925294945069
R240	0.471560888986415	0.497562323333714	0.561363210234124	0.122706481683001	0.0180110623231166	0.0650395903114031	0.632984484730352
R100	0.409827924494243	0.165082662428667	0.193930852282411	0.0793189866175713	-0.0253764327423128	0.0231349976954001	0.29099316767087
R264	0.46558957238565	0.53218169350964	1	0.137699002370818	0.0330035830109342	0.11908703700921	0.653060721238968
R105	0.45190579508178	0.0192777728526197	0.0661925797221935	0.0600395110933497	-0.0446559082665343	0.0189607069620477	0.090021526434163
R137	0.597734724368547	0.350197277654349	0.391267279282639	0.0884668320326217	-0.0162285873272623	0.0250628237298505	0.487230994997355
R180	0.287867452055395	0.968102420199753	1	0.104059617478374	-0.000635801881509995	0.0167442182271342	0.971038680295703
L386	0.890207134807132	0.17703146602067	0.177909594986983	0.075557544487733	-0.0367151957902562	0.0536565466281518	0.298158258561128
L399	0.921480702679763	0.609652578437468	0.391267279282639	0.0985255776661373	-0.0137471626118519	0.0609470504688066	0.7144097820563
L374	0.426200622521666	0.0029789687704361	0.0215717479477209	0.0331762964729519	-0.0790964438050372	0.021358078402185	0.0317534797553818
L384	0.762904712472593	0.7922621215119	0.391267279282639	0.106278983520428	-0.00599375675756095	0.0363801790196615	0.860188433244495
L380	0.517391489875739	0.00557842644192549	0.0373364159206629	0.0294957596147577	-0.0827769806632314	0.0284468497070724	0.0458591265610767
L395	0.703948929611325	0.0242844802752585	0.0661925797221935	0.0507029871944984	-0.0615697530834907	0.0332040544363244	0.0936632771092659
L394	0.496339179848658	0.175640495615479	0.233037982273905	0.0760739033401294	-0.0361988369378597	0.0333120877358267	0.298019596007242
L396	0.7879558835302	0.26806898649551	0.2187420100109	0.0795098372731346	-0.0327629030048546	0.0690050405719205	0.396856577872356
L383	0.567564395325936	0.0331708371420782	0.0736382701203027	0.0461535536638201	-0.0661191866141691	0.0428546700739669	0.113187900806495
L391	0.940060335665355	0.162933335557929	0.177909594986983	0.075170099203312	-0.0371026410746772	0.0495930928969163	0.288823146447869
R219	0.427026709867533	0.945400175937691	1	0.109834085572214	0.000949720314783908	0.0614932978740551	0.95896886760055
R77	0.376679992388138	0.100141531840012	0.136037128114144	0.136708452893277	0.0278240876358469	0.0690238581484519	0.209341091685654
R135	0.8320168521303	0.445770453568791	0.600401848096969	0.100533482982906	-0.00835088227452419	0.0232628525619941	0.578435575530093
R101	0.805075550631232	0.000266888302513021	0.0121857803553448	0.0608248203403818	-0.0480595449170486	0.0131253719817105	0.0105104465061183
R61	0.0659891563959337	0.947099219062838	0.713303173878458	0.110034203111523	0.00114983785409288	0.0550017093158481	0.95896886760055
R274	0.478179607000141	0.746403642016234	1	0.113444436668933	0.00456007141150275	0.0420283159239031	0.823617811879982
R181	0.943068318792206	0.00606409658297203	0.0215717479477209	0.0756539184859121	-0.0332304467715183	0.018105505565313	0.0472141764290406
R136	0.910733870130194	0.119594205686918	0.0936926194932482	0.0924234260502307	-0.0164609392071997	0.0198275782126859	0.232482194232514
RMF109	0.734679577050136	0.224464580823509	0.371093369522698	0.0906594298976464	-0.0175595438908126	0.0536203904943448	0.349727586601422
RMF51	0.509770663236734	0.0814456185012133	0.11134688653314	0.135545313014942	0.0273263392264826	0.0394950026930899	0.187189929814943
RMF41	0.898663104712349	0.620241169773707	0.676103314023147	0.103286413385942	-0.00493256040251729	0.0183364033059797	0.724306792750073
RMF22	0.334836041024127	0.828971382938924	1	0.104728095737124	-0.00349087805133504	0.0389312041691756	0.877486247589294
RMF111	0.139579699994866	0.875750867505093	0.834531622710929	0.104798410026782	-0.0034205637616774	0.055594263956006	0.916775735123142
RMF50	0.00297663757080644	0.251054044793553	0.54029137460742	0.138845060383441	0.030626086594982	0.0679937161497668	0.378400299398979
RMF103	0.695833735451081	0.19466522162277	0.391267279282639	0.0898517107474697	-0.0183672630409892	0.0366530377624405	0.320081945435068
RMF29	0.720251955528154	0.160637120736231	0.14367208180696	0.0878047428162764	-0.0204142309721826	0.0312050079202509	0.288038975113242
RMF95	0.334923674122726	0.344250430490621	0.54029137460742	0.14404252268555	0.0358235488970907	0.124779053691353	0.48218242115858
RMF33	0.744225553240811	0.0369726743057687	0.0946929425994759	0.0773856064828893	-0.0308333673055697	0.0283393640219366	0.117913515901425
RMF40	0.316538765701995	0.0460150510725094	0.0736382701203027	0.149147969382783	0.0409289955943239	0.0792553792295575	0.129339603014621
RMF77	0.455195647312639	0.520749012410781	0.27034414065478	0.0906465612863563	-0.0175724125021027	0.089786985604197	0.646279145668381
RMF31	0.2935745095268	0.37235345690051	0.713303173878458	0.135035900527237	0.0268169267387783	0.0979121064718058	0.502918954774714
RMF35	0.334096095789083	0.156988725457903	0.177909594986983	0.0852622422421134	-0.0229567315463456	0.044092014251293	0.282715626798647
RMF36	0.109374742678807	0.515214423105434	0.54029137460742	0.0958658657565864	-0.0123531080318725	0.0587891954704743	0.645569879553796
RMF112	0.563537626966899	0.00207463099930626	0.0119252335930176	0.0654566803727199	-0.0424189907393815	0.0211537650981788	0.0246584713060401
RMF49	0.0926732478435866	0.0518654809860535	0.177909594986983	0.0772606679498465	-0.0306150031622549	0.0413485346229431	0.13920025864644
RMF71	0.371256098911986	0.000329054117380891	0.0121857803553448	0.050023111785634	-0.0578525593264674	0.0217865729153304	0.0105297317561885
RMF48	0.344823199759542	0.168270889521494	0.403395304892628	0.090693800330189	-0.0171818707819124	0.0273117003494339	0.294642559749874
RMF114	0.421666564085935	0.00175587528805155	0.0199644533052161	0.0549155480407187	-0.0529601230713827	0.0315658840722652	0.021483650583219
RMF113	0.463655368612579	0.0247851173451193	0.0278029624346493	0.0776799286423374	-0.030195742469764	0.0260550584512343	0.0936632771092659
RCL13	0.840338424844641	0.00140391908005123	0.0121857803553448	0.0690683414781939	-0.0388073296339075	0.0162458647919157	0.0194676779100437
RMF110	0.347100519895055	0.265594349812629	0.210075040786658	0.0927890222839166	-0.0150866488281848	0.0312878458771441	0.396011647032451
RMF107	0.27646464121543	0.506270940191569	0.14367208180696	0.094574216404713	-0.0133014547073884	0.0507102005525978	0.639503360087086
RMF106	0.878910058949293	0.446340912848942	0.834531622710929	0.101633699456284	-0.00624197165581711	0.0149174209832556	0.578435575530093
RMF98A	0.231537572208632	0.968704452698838	0.530869303968508	0.108506525138255	0.000630854026153968	0.0403323780342023	0.971038680295703
RMF79	0.318969157971982	0.115099313491493	0.403395304892628	0.0875753339808889	-0.0203003371312124	0.0277661724091403	0.229097198145748
RMF45	0.532167279429486	0.00115924604533761	0.0121857803553448	0.0632466315945666	-0.0446290395175348	0.0196899768604518	0.0181378232424349
RMF92	0.551588435409174	0.351814061544644	0.403395304892628	0.0986316934326053	-0.00924397767949611	0.0206941375737965	0.487848832008574
RMF88	0.00451442079470645	0.362400720498695	0.54029137460742	0.130998347901621	0.0231226767895199	0.0677902007974168	0.494295150904822
RMF69	7.12989238808578e-05	0.118086558710674	0.110210182673421	0.0794237090281122	-0.030721879650171	0.011432947432997	0.230629147528829
RMF162	0.194098750456884	0.0171499550352451	0.0661925797221935	0.0600191713414154	-0.0501264173368678	0.0248315724656693	0.0849331106507377
RMF314	0.013433614875493	0.0152889664823128	0.0199644533052161	0.0475513687308844	-0.0625942199473988	0.0164031819171433	0.0822471300884231
RMF164	0.00932035851378817	0.041243443059169	0.0373364159206629	0.0644390433646592	-0.0457065453136241	0.0166485442916792	0.122476979346044
RMF161	7.83683559029968e-05	0.0377111276094096	0.0199644533052161	0.0601549068197941	-0.0499906818584892	0.00637044497264363	0.117913515901425
RMF292	0.00270790435851849	0.0213242838074812	0.0294010481903397	0.050890957077768	-0.0592546316005152	0.0128566072138149	0.0906650177098951
RMF278	0.456179247852623	0.0310514783032249	0.0518299272179097	0.047298747941056	-0.0628468407372272	0.0652921252851005	0.107645124784513
RMF312A	0.693990913528023	0.10184727681857	0.0661925797221935	0.0706922974709916	-0.0394532912072916	0.0411180657954626	0.209542173673475
RMF196	0.000224082122971378	0.0243635586641467	0.0194510333313625	0.0515914863428131	-0.0585541023354702	0.00703627434180813	0.0936632771092659
RMF295	0.256930416043674	0.005622152535132	0.0199644533052161	0.0445411104917317	-0.0656044781865515	0.0268452856486104	0.0458591265610767
RMF135	0.000101895969377483	0.0127779082100588	0.0194510333313625	0.0365566569894252	-0.073588931688858	0.00692771264079195	0.0708747975384597
RMF261	0.000344207442475327	0.0213585859028118	0.0199644533052161	0.0503152349048676	-0.0598303537734156	0.0100074634080087	0.0906650177098951
RMF178	0.000300141480798968	0.0612373299645778	0.0199644533052161	0.069048266975432	-0.0410973217028513	0.00746292828719371	0.157251415217681
RMF160	1.54921785184563e-05	0.0117550349761465	0.0199644533052161	0.0326208670764846	-0.0775247216017986	0.00427313677296182	0.0676838799952841
RMF267	0.334896639904851	0.0180643776848882	0.0373364159206629	0.0655114039527038	-0.0524023894471454	0.0180180526939618	0.0884091896107468
RMF115A	0.52619753372969	0.022697612367648	0.0606019697120061	0.0577403601548262	-0.0601734332450229	0.0290647355503626	0.0925706543621722
RMF215	0.258050692935311	0.00677858670638781	0.0303828219765775	0.0440870892901425	-0.0738267041097067	0.0162135836720705	0.0494915567880403
RMF177	0.995361566541139	0.142706363721848	0.11134688653314	0.083141910061238	-0.0347718833386112	0.0351731711556642	0.26384821025906
RMF259	0.437905846519748	0.145883521058037	0.21592493894014	0.0801760578609237	-0.0377377355389255	0.0365124032009481	0.267346012159222
RMF285	0.585418154577389	0.0118772193260955	0.0373364159206629	0.0555615755480888	-0.0623522178517603	0.0250434391866624	0.0676838799952841
RMF224	0.466693689736122	0.0268025767850114	0.11134688653314	0.0687129170563187	-0.0492008763435304	0.0209477559805678	0.0986714331200419
RMF348	0.241438296457967	0.00282348827688501	0.0121857803553448	0.0417730267756518	-0.0721372617031619	0.016111499223588	0.0312658867391068
RMF499	0.606776436234691	0.0455987754128152	0.0661925797221935	0.0637798758928667	-0.050130412585947	0.035923470369016	0.129041432460756
RMF374	0.37303700626455	0.228098075699216	0.403395304892628	0.0908364895857754	-0.0230737988930383	0.0210011786839833	0.352746466508825
RMF453	0.20367777906235	0.00153738665630101	0.0121857803553448	0.0346318046876422	-0.0792784837911715	0.0149473646397761	0.0206307370652007
RMF491	0.797793712569781	0.578332597561597	0.805700796720207	0.101315037263983	-0.0125952512148304	0.042701660622315	0.689391981327493
RMF376	0.12940529574548	0.00737179434635143	0.0121857803553448	0.0554566161283587	-0.058453672350455	0.0103534505131727	0.0516808703669003
RMF339	0.727337804253783	0.208868334186022	0.27034414065478	0.0842148137549446	-0.0296954747238691	0.0416487160911954	0.334189334697635
RMF467	0.195233285376101	0.0547859884216846	0.0936926194932482	0.0758418143402803	-0.0380684741385334	0.0156140511615292	0.145919207455497
RMF375	0.152471044514183	0.0201095183982463	0.0215717479477209	0.0659512768867069	-0.0479590115921068	0.0122749144252844	0.0906650177098951
RMF455	0.120338626492638	0.00757232083652779	0.0121857803553448	0.0561471352049821	-0.0577631532738316	0.00891915663323702	0.0516808703669003
RMF384	0.433894469970498	0.151095535794923	0.11134688653314	0.0810726145299379	-0.0328376739488758	0.0337909380475576	0.274839274645622
RMF351	0.336521848153975	0.049833736372133	0.0373364159206629	0.068399124221798	-0.0455111642570157	0.0233408414041844	0.135250006272255
