Strains	lavene	p.value	p.valueW	Mean	fc	ci	p.adj
L8	0.612153591543147	0.00181173048668267	0.0121857803553448	0.497191240881265	0.157491741264413	0.0731516341813561	0.00433149357735626
L100	0.0646927383460313	0.0128651544958935	0.0121857803553448	0.689773062186855	0.284621110736769	0.246125581735695	0.0215802591544021
L33	0.0946921491321798	1.38590862350469e-11	0.00749495751693525	1	0.594848048549914	0	1.15307597475591e-09
L34	0.138596356672223	4.30851365147537e-10	0.0179428113356381	1	0.594848048549914	1.0199542494133e-16	2.66202732321746e-08
L37	0.0946921491321798	1.38590862350469e-11	0.00749495751693525	1	0.594848048549914	0	1.15307597475591e-09
L38	0.0946921491321803	1.38590862350469e-11	0.0097007850682296	1	0.594848048549914	6.89261979826974e-17	1.15307597475591e-09
L41	0.0946921491321798	1.38590862350469e-11	0.00749495751693525	1	0.594848048549914	0	1.15307597475591e-09
L42	0.534489454940031	8.18469966612133e-06	0.0097007850682296	0.947169811320755	0.542017859870669	0.146680118765166	5.93326809784124e-05
L64	0.578860695722426	0.00461252409455634	0.0215717479477209	0.483512104672282	0.0783601532221955	0.0470839751139818	0.00926961363930164
L67	0.0946921491321805	1.38590862350469e-11	0.0097007850682296	1	0.594848048549914	1.37852395965395e-16	1.15307597475591e-09
L72	0.125615592264934	0.829379655703082	0.676103314023147	0.396946127288125	-0.00820582416196147	0.0977642495339888	0.849807726040597
L85	0.598646951602034	4.16051198270932e-06	0.0119252335930176	0.715861277572358	0.310709326122271	0.0724086557470746	4.01529500350277e-05
L86	0.433476041363025	0.00162150138382003	0.0097007850682296	0.895384615384615	0.490232663934529	0.290458872543769	0.00394470512087212
L87	0.240840969966211	0.00459049038929757	0.0121857803553448	0.566170485163769	0.161018533713683	0.110798449488391	0.00926961363930164
L94	0.087094031443257	0.00849021190953067	0.0121857803553448	0.705377993005112	0.300226041555026	0.238580130611108	0.0153381239762623
L99	0.0891433081219691	0.00600511869138403	0.0121857803553448	0.557618664895754	0.152466713445668	0.110213682661161	0.011483253309122
L102	0.618902696554221	0.171786048509903	0.11134688653314	0.481793576577329	0.133237254850275	0.238754238801538	0.208956129181636
L104	0.7436445918026	0.0539507362887939	0.0601028059388663	0.546294757522789	0.197738435795735	0.198112732334213	0.0757692806123883
L106	0.984907593590796	0.00601766639756872	0.0601028059388663	0.657761059891547	0.309204738164493	0.183972060260623	0.011483253309122
L108	0.267666776850096	0.0298828900081218	0.0199644533052161	0.506974518749305	0.158418197022251	0.0321717640990201	0.0442394385885363
L112	0.626340543743479	0.185804667645679	0.210075040786658	0.436254229783642	0.0876979080565881	0.0916128520458276	0.224042729682905
L113	0.855745468541318	0.0233613351271854	0.11134688653314	0.607688172043011	0.259131850315957	0.249125287223877	0.0355982249557111
L117	0.766349278148268	0.0236325035234274	0.0601028059388663	0.534939570122957	0.186383248395904	0.12060818677945	0.0358800053494371
L119	0.442882521135351	0.0873268813361965	0.0199644533052161	0.471905773538455	0.123349451811402	0.0838196235005184	0.117187040760831
L121	0.921528148540922	0.00152760908670802	0.0121857803553448	0.687176259717243	0.33861993799019	0.141382175456239	0.00373814929453257
L122	0.68956997338549	0.143512400739315	0.391267279282639	0.457322694897996	0.108766373170943	0.116855018654145	0.181462488472811
L123	0.787943713905545	0.08698347977803	0.210075040786658	0.498745934486049	0.150189612758996	0.160685004051033	0.1171039727756
L125	0.574857577166105	0.0237224940939178	0.0121857803553448	0.589421236658079	0.240864914931025	0.194251008099063	0.035885663792981
L129	0.973266707362868	0.00223549427502177	0.0121857803553448	0.65142568526686	0.302869363539806	0.127821160671872	0.00507285098064343
L131	0.914295063295912	0.000460437999883216	0.0199644533052161	0.827579365079365	0.479023043352312	0.188833676224914	0.00136888191311204
L111	0.573479045441355	0.000643807518751684	0.0121857803553448	0.543593034698156	0.194231205823949	0.0777628137565892	0.00179747602550806
L132	0.133255172878904	0.00381046391141601	0.0119252335930176	0.759297423887588	0.409935595013381	0.275708579611847	0.00796559290024654
L137	0.345955217685032	0.000248920931084504	0.0121857803553448	0.694246430137951	0.344884601263744	0.140170056123313	0.000841035120438006
L139	0.0658120294270781	2.24265218903473e-09	0.0097007850682296	1	0.650638171125793	6.89261979826974e-17	6.66388079027464e-08
L141	0.301322369252746	0.00851708326566488	0.0121857803553448	0.530658927129515	0.181297098255308	0.131147938010967	0.0153381239762623
L145	0.155137650074318	0.00077913317040783	0.0121857803553448	0.754639262885897	0.40527743401169	0.205232245911827	0.00205703821886678
L151	0.0658120294270781	2.24265218903473e-09	0.0097007850682296	1	0.650638171125793	6.89261979826974e-17	6.66388079027464e-08
L154	0.15693593283784	0.000743837567491911	0.0121857803553448	0.745760067467847	0.39639823859364	0.198720279001787	0.00200932745504308
L155	0.488406924967201	6.30148977435638e-05	0.0121857803553448	0.730152005645427	0.38079017677122	0.124231427452151	0.000297888607515029
L159	0.623149490540005	2.59119281216192e-05	0.0179428113356381	0.9375	0.588138171125793	0.198902894080232	0.000149713362480467
L160	0.0245675310520502	0.0142709211997597	0.0194510333313625	0.838815789473684	0.489453960599477	0.320498463461816	0.0233728473192916
L161	0.433827611648699	0.0540948950525945	0.0946929425994759	0.430006135439834	0.0806443065656274	0.0770621918731249	0.0757692806123883
L164	0.546763173835654	0.000332128495363301	0.0097007850682296	0.909090909090909	0.559729080216702	0.252404100472527	0.00107941760993073
L167	0.443118333525802	4.24694663832024e-06	0.00796941302412179	0.921768707482993	0.572406878608786	0.127366963102928	4.01529500350277e-05
L126	0.487522833745634	1.25787223380156e-08	0.0013213216663899	0.914760162438181	0.584064220584147	0.0990204999724957	3.27046780788407e-07
L400	0.897771035738803	0.0683600643303501	0.148010694023782	0.25953531207943	-0.0711606297746049	0.0600911109427599	0.0935453511889002
L401	0.813494040424164	0.163975178129399	0.175244245400006	0.385795578354412	0.055099636500378	0.066271078986161	0.200628453240676
L406	0.120492905595611	0.0231243826958236	0.0232702920099508	0.239260663298163	-0.091435278555871	0.0383097128190226	0.0353667029465537
L408	0.2160802406548	0.431575065337719	0.325270979974213	0.355800154876031	0.0251042130219964	0.0368646793841359	0.477487306331093
L414	0.140823483272871	0.101292016596551	0.137638255108183	0.273188532617328	-0.0575074092367068	0.0372778355916099	0.133769774298937
L416	0.522441966765131	0.538066449461018	1	0.368033054308778	0.0373371124547432	0.152701379732412	0.579885085429491
L420	0.205513870824208	0.00407028634370676	0.00921779734705493	0.221168186176016	-0.109527755678018	0.0399520331849824	0.00838237187614857
L427	0.827927764641856	0.0145001409099722	0.0169246884684532	0.438022534386025	0.107326592531991	0.0684487005540102	0.0236361260674884
L443	0.652238516039688	0.256152320225859	0.224313126511154	0.286872827169082	-0.043823114684952	0.0644853004535448	0.296822744328572
L446	0.718304224447875	0.000643228854885584	0.00457792235768561	0.512689214201075	0.181993272347041	0.0791432511178091	0.00179747602550806
L456	0.988366927100203	0.0054421831862786	0.00813202189888184	0.489836528311244	0.159140586457209	0.109238459284839	0.0107807057404376
L459	0.950457829202195	7.49792634003107e-05	0.00241464891375885	0.579545325382144	0.248849383528109	0.0900759366823387	0.000338986688917975
L75	0.567153787501827	7.57830818975281e-05	0.00431035849953505	0.624465469289941	0.293769527435906	0.126066186208069	0.000338986688917975
L83	0.198669683409281	0.000404199514412687	0.0021637871288703	0.670225651087859	0.339529709233825	0.174985047493195	0.00125482834325133
L127	0.303396328371603	0.0151222087750587	0.00924259682633747	0.510515736877155	0.163361247991299	0.107334150705649	0.0242889530904418
L15	0.106018154528707	0.00420277113537763	0.0121857803553448	0.561096220852318	0.213941731966463	0.136662902424555	0.00854585007732323
L404	0.128172036544496	0.000632614895023888	0.0119252335930176	0.811028898506212	0.463874409620357	0.229439580521959	0.00179025711789073
L405	0.107887707706901	0.251184647549182	0.676103314023147	0.454331803643443	0.107177314757588	0.232381206773093	0.291879366984524
L407	0.0418148041543728	8.27234494410558e-06	0.0066056191380614	1	0.652845511114145	7.36878753532806e-17	5.93326809784124e-05
L415	0.277866023997422	0.00825199231357547	0.00576612091423726	0.625635054476855	0.278480565591	0.168793781097626	0.0149905187879799
L434	0.0733696423301656	0.00330288296297205	0.0119252335930176	0.777788521974568	0.430634033088713	0.282801003344585	0.00697461579998158
L436	0.066562130092993	0.00793391570193903	0.0121857803553448	0.738709677419355	0.391555188533499	0.303193374137463	0.0145396869251394
L453	0.0177559790744056	8.27234494410558e-06	0.00191455066306495	1	0.652845511114145	3.50815162551379e-17	5.93326809784124e-05
